,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
472,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"emeuyanov , lv konstantinov , and vv postnikov i ya at .",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['emeuyanov , lv konstantinov , and vv postnikov i ya at .', nan, nan]",0.046423137187957764,0.9535768628120422,3
733,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sucht , macht und gewalt",k richelshagen,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['sucht , macht und gewalt', 'k richelshagen', nan]",0.03974646329879761,0.9602535367012024,3
102,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0', nan, nan]",0.06443971395492554,0.9355602860450745,3
305,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"f. ; monien , b. , editors proceedings , 23rd","a razborov , m auf der heide",,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['f. ; monien , b. , editors proceedings , 23rd', 'a razborov , m auf der heide', nan]",0.41925299167633057,0.5807470083236694,3
488,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"y , papakonstantinou , j. ullmann , m. valiveti , capability based mediation in tsimmis c li , r yerneni , v vassalos , h garcia-molina proc . of acm sigmod conf . ( demonstration ) , seattle , & hellip ; ,",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['y , papakonstantinou , j. ullmann , m. valiveti , capability based mediation in tsimmis c li , r yerneni , v vassalos , h garcia-molina proc . of acm sigmod conf . ( demonstration ) , seattle , & hellip ; ,', nan, nan]",0.20647644996643066,0.7935235500335693,3
490,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"y , papakonstantinou , j. ullmann , m. valiveti , capability based mediation in tsimmis c li , r yerneni , v vassalos , h garcia-molina proc . of acm sigmod conf . ( demonstration ) , seattle , & hellip ; ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['y , papakonstantinou , j. ullmann , m. valiveti , capability based mediation in tsimmis c li , r yerneni , v vassalos , h garcia-molina proc . of acm sigmod conf . ( demonstration ) , seattle , & hellip ; ,', nan, nan]",0.08487528562545776,0.9151247143745422,3
292,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm', nan, nan]",0.13655483722686768,0.8634451627731323,3
92,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0', nan, nan]",0.07211101055145264,0.9278889894485474,3
93,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0', nan, nan]",0.07211101055145264,0.9278889894485474,3
506,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ausreichende bedaempfung von netzpendelungen , auch bei deregulierter marktwirtschaft und verbundnetz","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['ausreichende bedaempfung von netzpendelungen , auch bei deregulierter marktwirtschaft und verbundnetz', nan, nan]",0.059218525886535645,0.9407814741134644,3
505,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ausreichende bedaempfung von netzpendelungen , auch bei deregulierter marktwirtschaft und verbundnetz","m kurth , e welfonder",,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['ausreichende bedaempfung von netzpendelungen , auch bei deregulierter marktwirtschaft und verbundnetz', 'm kurth , e welfonder', nan]",0.057609736919403076,0.9423902630805969,3
504,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ausreichende bedaempfung von netzpendelungen , auch bei deregulierter marktwirtschaft und verbundnetz","m kurth , e welfonder",,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['ausreichende bedaempfung von netzpendelungen , auch bei deregulierter marktwirtschaft und verbundnetz', 'm kurth , e welfonder', nan]",0.057609736919403076,0.9423902630805969,3
94,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['erfassung der waldflã $ che in der schweiz mit multispektralen satellitenbilddaten : grundlagen , tw kellenberger 1996.0', nan, nan]",0.05162566900253296,0.948374330997467,3
293,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm', nan, nan]",0.13655483722686768,0.8634451627731323,3
294,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm', nan, nan]",0.07821273803710938,0.9217872619628906,3
694,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. geraschenko , y. zhdanov , s. verkhovskii , a. yakubovskii and a. trokiner k mikhalev , y piskunov","m tresch , mh scholl , ibmar center , ca san jose",proc . 21st int . conf . on low temp .,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['a. geraschenko , y. zhdanov , s. verkhovskii , a. yakubovskii and a. trokiner k mikhalev , y piskunov', 'proc . 21st int . conf . on low temp .', nan]",0.061504065990448,0.938495934009552,3
498,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"identifikation , klassifikation und unterstã 1/4 tzung semi-strukturierter prozesse in w deiters , t herrmann , t lã ¶ ffeler , r striemer proceedings zur d-cscw ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['identifikation , klassifikation und unterstã 1/4 tzung semi-strukturierter prozesse in w deiters , t herrmann , t lã ¶ ffeler , r striemer proceedings zur d-cscw ,', nan, nan]",0.049907803535461426,0.9500921964645386,3
497,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"identifikation , klassifikation und unterstã 1/4 tzung semi-strukturierter prozesse in w deiters , t herrmann , t lã ¶ ffeler , r striemer proceedings zur d-cscw ,",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['identifikation , klassifikation und unterstã 1/4 tzung semi-strukturierter prozesse in w deiters , t herrmann , t lã ¶ ffeler , r striemer proceedings zur d-cscw ,', nan, nan]",0.033617496490478516,0.9663825035095215,3
496,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"identifikation , klassifikation und unterstã 1/4 tzung semi-strukturierter prozesse in w deiters , t herrmann , t lã ¶ ffeler , r striemer proceedings zur d-cscw ,",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['identifikation , klassifikation und unterstã 1/4 tzung semi-strukturierter prozesse in w deiters , t herrmann , t lã ¶ ffeler , r striemer proceedings zur d-cscw ,', nan, nan]",0.033617496490478516,0.9663825035095215,3
100,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0,c leitzinger,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0', 'c leitzinger', nan]",0.11175549030303955,0.8882445096969604,3
101,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0,c leitzinger,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['ist eine co-compostierung aus stofflicher sicht in kumasi/ghana sinnvoll ? 2000.0', 'c leitzinger', nan]",0.11175549030303955,0.8882445096969604,3
489,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"y , papakonstantinou , j. ullmann , m. valiveti , capability based mediation in tsimmis c li , r yerneni , v vassalos , h garcia-molina proc . of acm sigmod conf . ( demonstration ) , seattle , & hellip ; ,",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['y , papakonstantinou , j. ullmann , m. valiveti , capability based mediation in tsimmis c li , r yerneni , v vassalos , h garcia-molina proc . of acm sigmod conf . ( demonstration ) , seattle , & hellip ; ,', nan, nan]",0.20647644996643066,0.7935235500335693,3
